"wz11cd","lsoa11cd","msoa11cd","date","NS-SeC: All categories: NS-SeC; measures: Value","NS-SeC: 1. Higher managerial, administrative and professional occupations; measures: Value","NS-SeC: 1.1 Large employers and higher managerial and administrative occupations; measures: Value","NS-SeC: L1 Employers in large establishments; measures: Value","NS-SeC: L2 Higher managerial and administrative occupations; measures: Value","NS-SeC: 1.2 Higher professional occupations; measures: Value","NS-SeC: L3.1 Traditional employees; measures: Value","NS-SeC: L3.2 New employees; measures: Value","NS-SeC: L3.3 Traditional self-employed; measures: Value","NS-SeC: L3.4 New self-employed; measures: Value","NS-SeC: 2. Lower managerial, administrative and professional occupations; measures: Value","NS-SeC: L4 Lower professional and higher technical occupations; measures: Value","NS-SeC: L4.1 Traditional employees; measures: Value","NS-SeC: L4.2 New employees; measures: Value","NS-SeC: L4.3 Traditional self-employed; measures: Value","NS-SeC: L4.4 New self-employed; measures: Value","NS-SeC: L5 Lower managerial and administrative occupations; measures: Value","NS-SeC: L6 Higher supervisory occupations; measures: Value","NS-SeC: 3. Intermediate occupations; measures: Value","NS-SeC: L7.1 Intermediate clerical and administrative occupations; measures: Value","NS-SeC: L7.2 Intermediate sales and service occupations; measures: Value","NS-SeC: L7.3 Intermediate technical and auxiliary occupations; measures: Value","NS-SeC: L7.4 Intermediate engineering occupations; measures: Value","NS-SeC: 4. Small employers and own account workers; measures: Value","NS-SeC: L8 Employers in small establishments; measures: Value","NS-SeC: L8.1 Employers in small establishments in industry, commerce, services etc.; measures: Value","NS-SeC: L8.2 Employers in small establishments in agriculture; measures: Value","NS-SeC: L9 Own account workers; measures: Value","NS-SeC: L9.1 Own account workers (non-professional); measures: Value","NS-SeC: L9.2 Own account workers (agriculture); measures: Value","NS-SeC: 5. Lower supervisory and technical occupations; measures: Value","NS-SeC: L10 Lower supervisory occupations; measures: Value","NS-SeC: L11 Lower technical occupations; measures: Value","NS-SeC: L11.1 Lower technical craft occupations; measures: Value","NS-SeC: L11.2 Lower technical process operative occupations; measures: Value","NS-SeC: 6. Semi-routine occupations; measures: Value","NS-SeC: L12.1 Semi-routine sales occupations; measures: Value","NS-SeC: L12.2 Semi-routine service occupations; measures: Value","NS-SeC: L12.3 Semi-routine technical occupations; measures: Value","NS-SeC: L12.4 Semi-routine operative occupations; measures: Value","NS-SeC: L12.5 Semi-routine agricultural occupations; measures: Value","NS-SeC: L12.6 Semi-routine clerical occupations; measures: Value","NS-SeC: L12.7 Semi-routine childcare occupations; measures: Value","NS-SeC: 7. Routine occupations; measures: Value","NS-SeC: L13.1 Routine sales and service occupations; measures: Value","NS-SeC: L13.2 Routine production occupations; measures: Value","NS-SeC: L13.3 Routine technical occupations; measures: Value","NS-SeC: L13.4 Routine operative occupations; measures: Value","NS-SeC: L13.5 Routine agricultural occupations; measures: Value","NS-SeC: L15 Full-time students; measures: Value"
"E33020412","E01008932","E02001937",2011,496,20,2,0,2,18,11,2,4,1,167,134,117,4,12,1,27,6,70,24,41,3,2,70,10,10,0,60,60,0,33,22,11,11,0,70,10,34,16,2,0,5,3,59,23,0,11,20,5,7
"E33020412","E01008935","E02001937",2011,496,20,2,0,2,18,11,2,4,1,167,134,117,4,12,1,27,6,70,24,41,3,2,70,10,10,0,60,60,0,33,22,11,11,0,70,10,34,16,2,0,5,3,59,23,0,11,20,5,7
"E33020413","E01008935","E02001937",2011,518,37,8,0,8,29,16,7,5,1,144,119,106,4,9,0,11,14,88,29,41,17,1,69,14,14,0,55,54,1,36,26,10,10,0,89,11,66,0,4,0,4,4,41,18,2,5,16,0,14
"E33020413","E01008936","E02001937",2011,518,37,8,0,8,29,16,7,5,1,144,119,106,4,9,0,11,14,88,29,41,17,1,69,14,14,0,55,54,1,36,26,10,10,0,89,11,66,0,4,0,4,4,41,18,2,5,16,0,14
"E33020414","E01008952","E02001938",2011,500,33,9,0,9,24,10,11,2,1,84,28,18,1,8,1,30,26,61,26,31,4,0,51,15,14,1,36,36,0,58,33,25,24,1,128,53,61,4,8,0,2,0,59,26,4,9,19,1,26
"E33020414","E01008955","E02001938",2011,500,33,9,0,9,24,10,11,2,1,84,28,18,1,8,1,30,26,61,26,31,4,0,51,15,14,1,36,36,0,58,33,25,24,1,128,53,61,4,8,0,2,0,59,26,4,9,19,1,26
"E33020415","E01008956","E02001938",2011,392,29,4,0,4,25,15,5,3,2,146,132,121,1,9,1,12,2,54,20,21,13,0,44,12,12,0,32,32,0,15,13,2,1,1,69,4,56,0,2,0,3,4,23,16,1,1,5,0,12
"E33020416","E01008957","E02001938",2011,398,28,14,0,14,14,5,8,1,0,59,28,11,8,7,2,27,4,30,17,7,2,4,58,25,25,0,33,33,0,64,19,45,42,3,51,11,6,14,20,0,0,0,91,3,7,56,25,0,17
"E33020417","E01008956","E02001938",2011,289,19,5,0,5,14,7,6,1,0,56,30,13,5,12,0,18,8,34,21,7,4,2,77,18,18,0,59,59,0,20,6,14,14,0,41,25,5,4,5,0,2,0,21,1,1,11,7,1,21
"E33020417","E01008955","E02001938",2011,289,19,5,0,5,14,7,6,1,0,56,30,13,5,12,0,18,8,34,21,7,4,2,77,18,18,0,59,59,0,20,6,14,14,0,41,25,5,4,5,0,2,0,21,1,1,11,7,1,21
"E33020417","E01008951","E02001938",2011,289,19,5,0,5,14,7,6,1,0,56,30,13,5,12,0,18,8,34,21,7,4,2,77,18,18,0,59,59,0,20,6,14,14,0,41,25,5,4,5,0,2,0,21,1,1,11,7,1,21
"E33020418","E01008957","E02001938",2011,230,10,0,0,0,10,6,1,3,0,43,36,32,3,0,1,6,1,25,8,16,1,0,84,24,24,0,60,60,0,13,4,9,9,0,26,5,10,5,1,0,4,1,25,12,2,4,7,0,4
"E33020419","E01008952","E02001938",2011,359,41,14,0,14,27,11,12,3,1,65,37,24,5,7,1,21,7,34,24,2,8,0,37,8,8,0,29,29,0,46,25,21,20,1,66,14,11,11,23,0,7,0,64,8,12,13,31,0,6
"E33020419","E01008955","E02001938",2011,359,41,14,0,14,27,11,12,3,1,65,37,24,5,7,1,21,7,34,24,2,8,0,37,8,8,0,29,29,0,46,25,21,20,1,66,14,11,11,23,0,7,0,64,8,12,13,31,0,6
"E33020420","E01008951","E02001938",2011,278,28,8,0,8,20,13,1,4,2,81,65,53,6,5,1,10,6,34,10,24,0,0,35,7,7,0,28,26,2,26,16,10,9,1,31,6,18,2,4,0,1,0,33,16,1,5,11,0,10
"E33020421","E01008952","E02001938",2011,418,33,14,0,14,19,11,2,6,0,89,52,42,3,4,3,31,6,66,41,20,2,3,72,34,34,0,38,38,0,32,14,18,18,0,71,21,32,1,10,0,6,1,39,10,1,17,11,0,16
"E33020422","E01008954","E02001939",2011,1546,261,43,0,43,218,183,26,8,1,601,547,503,19,23,2,15,39,314,196,27,90,1,61,17,17,0,44,44,0,43,22,21,21,0,131,8,91,3,2,0,14,13,81,12,0,18,50,1,54
"E33020422","E01008958","E02001939",2011,1546,261,43,0,43,218,183,26,8,1,601,547,503,19,23,2,15,39,314,196,27,90,1,61,17,17,0,44,44,0,43,22,21,21,0,131,8,91,3,2,0,14,13,81,12,0,18,50,1,54
"E33020422","E01009493","E02001939",2011,1546,261,43,0,43,218,183,26,8,1,601,547,503,19,23,2,15,39,314,196,27,90,1,61,17,17,0,44,44,0,43,22,21,21,0,131,8,91,3,2,0,14,13,81,12,0,18,50,1,54
"E33020423","E01009493","E02001939",2011,594,63,9,0,9,54,38,6,10,0,252,229,214,1,13,1,16,7,96,48,38,9,1,47,11,11,0,36,36,0,19,13,6,6,0,63,8,28,0,5,0,7,15,41,16,3,6,16,0,13
"E33020423","E01008950","E02001939",2011,594,63,9,0,9,54,38,6,10,0,252,229,214,1,13,1,16,7,96,48,38,9,1,47,11,11,0,36,36,0,19,13,6,6,0,63,8,28,0,5,0,7,15,41,16,3,6,16,0,13
"E33020423","E01008954","E02001939",2011,594,63,9,0,9,54,38,6,10,0,252,229,214,1,13,1,16,7,96,48,38,9,1,47,11,11,0,36,36,0,19,13,6,6,0,63,8,28,0,5,0,7,15,41,16,3,6,16,0,13
"E33020424","E01008937","E02001941",2011,328,37,9,0,9,28,15,5,7,1,67,47,39,3,4,1,15,5,40,28,4,7,1,87,19,19,0,68,68,0,18,11,7,7,0,35,5,13,4,3,1,8,1,32,3,1,17,11,0,12
"E33020424","E01008940","E02001941",2011,328,37,9,0,9,28,15,5,7,1,67,47,39,3,4,1,15,5,40,28,4,7,1,87,19,19,0,68,68,0,18,11,7,7,0,35,5,13,4,3,1,8,1,32,3,1,17,11,0,12
"E33020424","E01008944","E02001941",2011,328,37,9,0,9,28,15,5,7,1,67,47,39,3,4,1,15,5,40,28,4,7,1,87,19,19,0,68,68,0,18,11,7,7,0,35,5,13,4,3,1,8,1,32,3,1,17,11,0,12
"E33020425","E01008937","E02001941",2011,572,38,13,0,13,25,13,6,6,0,149,101,89,3,8,1,20,28,80,41,27,12,0,91,13,13,0,78,78,0,30,21,9,8,1,113,7,91,2,1,0,7,5,58,15,2,11,29,1,13
"E33020425","E01008941","E02001941",2011,572,38,13,0,13,25,13,6,6,0,149,101,89,3,8,1,20,28,80,41,27,12,0,91,13,13,0,78,78,0,30,21,9,8,1,113,7,91,2,1,0,7,5,58,15,2,11,29,1,13
"E33020425","E01008940","E02001941",2011,572,38,13,0,13,25,13,6,6,0,149,101,89,3,8,1,20,28,80,41,27,12,0,91,13,13,0,78,78,0,30,21,9,8,1,113,7,91,2,1,0,7,5,58,15,2,11,29,1,13
"E33020426","E01008960","E02001942",2011,307,35,2,0,2,33,21,6,4,2,122,111,84,4,19,4,7,4,37,13,16,3,5,50,5,5,0,45,43,2,11,6,5,5,0,25,6,10,0,3,0,0,6,22,5,1,5,10,1,5
"E33020426","E01008959","E02001942",2011,307,35,2,0,2,33,21,6,4,2,122,111,84,4,19,4,7,4,37,13,16,3,5,50,5,5,0,45,43,2,11,6,5,5,0,25,6,10,0,3,0,0,6,22,5,1,5,10,1,5
"E33020427","E01008961","E02001942",2011,424,45,5,0,5,40,16,9,14,1,87,56,37,6,13,0,24,7,35,21,6,4,4,93,20,20,0,73,72,1,26,17,9,9,0,87,18,53,1,4,0,10,1,36,2,3,9,22,0,15
"E33020427","E01008962","E02001942",2011,424,45,5,0,5,40,16,9,14,1,87,56,37,6,13,0,24,7,35,21,6,4,4,93,20,20,0,73,72,1,26,17,9,9,0,87,18,53,1,4,0,10,1,36,2,3,9,22,0,15
"E33020427","E01008959","E02001942",2011,424,45,5,0,5,40,16,9,14,1,87,56,37,6,13,0,24,7,35,21,6,4,4,93,20,20,0,73,72,1,26,17,9,9,0,87,18,53,1,4,0,10,1,36,2,3,9,22,0,15
"E33020428","E01008961","E02001942",2011,440,42,12,0,12,30,8,18,3,1,83,60,39,8,11,2,20,3,36,18,10,3,5,55,7,7,0,48,48,0,21,10,11,10,1,150,9,68,3,58,0,11,1,44,3,7,11,23,0,9
"E33020428","E01008960","E02001942",2011,440,42,12,0,12,30,8,18,3,1,83,60,39,8,11,2,20,3,36,18,10,3,5,55,7,7,0,48,48,0,21,10,11,10,1,150,9,68,3,58,0,11,1,44,3,7,11,23,0,9
"E33020429","E01008942","E02001943",2011,381,20,3,0,3,17,9,6,2,0,87,63,56,0,5,2,11,13,71,14,52,3,2,58,10,10,0,48,48,0,24,13,11,7,4,68,1,56,3,4,0,2,2,39,12,3,8,16,0,14
"E33020429","E01008943","E02001943",2011,381,20,3,0,3,17,9,6,2,0,87,63,56,0,5,2,11,13,71,14,52,3,2,58,10,10,0,48,48,0,24,13,11,7,4,68,1,56,3,4,0,2,2,39,12,3,8,16,0,14
"E33020430","E01008969","E02001943",2011,523,88,20,0,20,68,33,24,6,5,109,75,46,13,14,2,27,7,85,46,26,13,0,103,17,17,0,86,86,0,41,20,21,17,4,34,7,9,7,6,0,4,1,52,3,3,18,28,0,11
"E33020430","E01008943","E02001943",2011,523,88,20,0,20,68,33,24,6,5,109,75,46,13,14,2,27,7,85,46,26,13,0,103,17,17,0,86,86,0,41,20,21,17,4,34,7,9,7,6,0,4,1,52,3,3,18,28,0,11
"E33020431","E01008971","E02001943",2011,351,26,2,0,2,24,10,8,5,1,71,36,22,2,10,2,28,7,26,11,12,3,0,70,8,8,0,62,62,0,36,19,17,17,0,59,10,32,0,4,0,13,0,30,12,0,8,10,0,33
"E33020432","E01008973","E02001944",2011,900,87,9,0,9,78,61,11,5,1,278,210,188,10,12,0,26,42,160,35,97,26,2,90,15,15,0,75,74,1,32,22,10,8,2,151,8,116,3,2,0,11,11,81,26,2,11,41,1,21
"E33020432","E01008975","E02001944",2011,900,87,9,0,9,78,61,11,5,1,278,210,188,10,12,0,26,42,160,35,97,26,2,90,15,15,0,75,74,1,32,22,10,8,2,151,8,116,3,2,0,11,11,81,26,2,11,41,1,21
"E33020432","E01008972","E02001944",2011,900,87,9,0,9,78,61,11,5,1,278,210,188,10,12,0,26,42,160,35,97,26,2,90,15,15,0,75,74,1,32,22,10,8,2,151,8,116,3,2,0,11,11,81,26,2,11,41,1,21
"E33020433","E01008974","E02001944",2011,327,19,6,0,6,13,7,2,4,0,62,39,17,6,11,5,20,3,25,14,4,6,1,86,17,17,0,69,69,0,24,15,9,8,1,65,13,31,1,13,0,7,0,33,7,2,14,10,0,13
"E33020433","E01008973","E02001944",2011,327,19,6,0,6,13,7,2,4,0,62,39,17,6,11,5,20,3,25,14,4,6,1,86,17,17,0,69,69,0,24,15,9,8,1,65,13,31,1,13,0,7,0,33,7,2,14,10,0,13
"E33020433","E01008972","E02001944",2011,327,19,6,0,6,13,7,2,4,0,62,39,17,6,11,5,20,3,25,14,4,6,1,86,17,17,0,69,69,0,24,15,9,8,1,65,13,31,1,13,0,7,0,33,7,2,14,10,0,13
"E33020434","E01008974","E02001944",2011,346,62,9,0,9,53,25,17,11,0,107,86,64,8,10,4,15,6,43,18,16,6,3,54,8,8,0,46,46,0,16,6,10,9,1,45,1,40,1,0,0,1,2,16,9,1,4,2,0,3
"E33020434","E01008973","E02001944",2011,346,62,9,0,9,53,25,17,11,0,107,86,64,8,10,4,15,6,43,18,16,6,3,54,8,8,0,46,46,0,16,6,10,9,1,45,1,40,1,0,0,1,2,16,9,1,4,2,0,3
"E33020435","E01009498","E02001945",2011,720,40,6,0,6,34,15,6,12,1,136,84,65,3,14,2,28,24,51,27,13,9,2,97,18,18,0,79,79,0,45,25,20,18,2,230,158,46,1,7,0,18,0,68,8,3,18,38,1,53
"E33020435","E01009499","E02001945",2011,720,40,6,0,6,34,15,6,12,1,136,84,65,3,14,2,28,24,51,27,13,9,2,97,18,18,0,79,79,0,45,25,20,18,2,230,158,46,1,7,0,18,0,68,8,3,18,38,1,53
"E33020435","E01009172","E02001945",2011,720,40,6,0,6,34,15,6,12,1,136,84,65,3,14,2,28,24,51,27,13,9,2,97,18,18,0,79,79,0,45,25,20,18,2,230,158,46,1,7,0,18,0,68,8,3,18,38,1,53
"E33020436","E01009172","E02001945",2011,367,18,2,0,2,16,9,6,1,0,69,57,47,1,8,1,8,4,45,4,33,4,4,82,11,11,0,71,70,1,30,15,15,15,0,57,19,30,2,3,0,2,1,53,18,2,10,23,0,13
"E33020436","E01009173","E02001945",2011,367,18,2,0,2,16,9,6,1,0,69,57,47,1,8,1,8,4,45,4,33,4,4,82,11,11,0,71,70,1,30,15,15,15,0,57,19,30,2,3,0,2,1,53,18,2,10,23,0,13
"E33020436","E01009174","E02001945",2011,367,18,2,0,2,16,9,6,1,0,69,57,47,1,8,1,8,4,45,4,33,4,4,82,11,11,0,71,70,1,30,15,15,15,0,57,19,30,2,3,0,2,1,53,18,2,10,23,0,13
"E33020437","E01009205","E02001946",2011,223,16,1,0,1,15,11,3,1,0,71,46,35,0,11,0,8,17,62,10,52,0,0,13,4,4,0,9,9,0,9,7,2,2,0,30,0,24,0,1,0,4,1,17,12,0,1,4,0,5
"E33020438","E01009205","E02001946",2011,331,31,5,0,5,26,10,9,7,0,76,56,32,6,13,5,14,6,27,15,6,4,2,90,7,7,0,83,83,0,25,15,10,10,0,45,3,22,4,10,0,4,2,34,3,2,18,11,0,3
"E33020438","E01009211","E02001946",2011,331,31,5,0,5,26,10,9,7,0,76,56,32,6,13,5,14,6,27,15,6,4,2,90,7,7,0,83,83,0,25,15,10,10,0,45,3,22,4,10,0,4,2,34,3,2,18,11,0,3
"E33020439","E01009218","E02001946",2011,450,39,13,0,13,26,11,8,6,1,120,73,53,6,14,0,26,21,88,40,17,12,19,66,15,15,0,51,51,0,28,15,13,12,1,68,7,45,2,2,0,7,5,29,13,2,1,13,0,12
"E33020440","E01009206","E02001946",2011,521,41,3,0,3,38,13,12,12,1,160,103,79,7,15,2,35,22,57,26,24,1,6,93,21,21,0,72,72,0,45,30,15,15,0,59,10,33,1,3,0,8,4,50,32,3,7,8,0,16
"E33020440","E01009219","E02001946",2011,521,41,3,0,3,38,13,12,12,1,160,103,79,7,15,2,35,22,57,26,24,1,6,93,21,21,0,72,72,0,45,30,15,15,0,59,10,33,1,3,0,8,4,50,32,3,7,8,0,16
"E33020441","E01008976","E02001947",2011,256,10,1,0,1,9,4,2,3,0,40,19,13,1,5,0,12,9,22,2,16,3,1,55,16,16,0,39,39,0,26,15,11,10,1,60,9,46,0,3,0,2,0,38,4,2,14,18,0,5
"E33020441","E01008978","E02001947",2011,256,10,1,0,1,9,4,2,3,0,40,19,13,1,5,0,12,9,22,2,16,3,1,55,16,16,0,39,39,0,26,15,11,10,1,60,9,46,0,3,0,2,0,38,4,2,14,18,0,5
"E33020442","E01008980","E02001947",2011,656,43,6,0,6,37,26,4,7,0,249,196,182,9,4,1,37,16,87,34,47,6,0,49,10,10,0,39,38,1,36,19,17,16,1,96,32,36,1,7,1,14,5,67,18,3,9,36,1,29
"E33020442","E01008978","E02001947",2011,656,43,6,0,6,37,26,4,7,0,249,196,182,9,4,1,37,16,87,34,47,6,0,49,10,10,0,39,38,1,36,19,17,16,1,96,32,36,1,7,1,14,5,67,18,3,9,36,1,29
"E33020443","E01008980","E02001947",2011,283,9,0,0,0,9,6,0,3,0,84,68,63,3,1,1,13,3,41,12,25,4,0,35,11,10,1,24,24,0,15,8,7,7,0,60,12,27,1,2,0,12,6,29,2,0,8,18,1,10
"E33020443","E01008979","E02001947",2011,283,9,0,0,0,9,6,0,3,0,84,68,63,3,1,1,13,3,41,12,25,4,0,35,11,10,1,24,24,0,15,8,7,7,0,60,12,27,1,2,0,12,6,29,2,0,8,18,1,10
"E33020444","E01008945","E02001948",2011,683,21,9,0,9,12,6,4,2,0,75,35,28,3,3,1,33,7,47,27,15,5,0,59,22,22,0,37,37,0,72,29,43,38,5,96,29,46,8,9,1,2,1,274,13,5,223,33,0,39
"E33020445","E01008945","E02001948",2011,345,27,4,0,4,23,8,8,6,1,63,31,16,1,8,6,22,10,40,22,9,1,8,116,14,14,0,102,102,0,14,5,9,9,0,46,9,24,3,9,0,1,0,30,4,3,10,13,0,9
"E33020445","E01008946","E02001948",2011,345,27,4,0,4,23,8,8,6,1,63,31,16,1,8,6,22,10,40,22,9,1,8,116,14,14,0,102,102,0,14,5,9,9,0,46,9,24,3,9,0,1,0,30,4,3,10,13,0,9
"E33020445","E01008947","E02001948",2011,345,27,4,0,4,23,8,8,6,1,63,31,16,1,8,6,22,10,40,22,9,1,8,116,14,14,0,102,102,0,14,5,9,9,0,46,9,24,3,9,0,1,0,30,4,3,10,13,0,9
"E33020445","E01008949","E02001948",2011,345,27,4,0,4,23,8,8,6,1,63,31,16,1,8,6,22,10,40,22,9,1,8,116,14,14,0,102,102,0,14,5,9,9,0,46,9,24,3,9,0,1,0,30,4,3,10,13,0,9
"E33020446","E01008947","E02001948",2011,329,13,2,0,2,11,3,2,6,0,59,24,16,2,5,1,26,9,39,30,8,1,0,61,12,12,0,49,49,0,25,16,9,9,0,85,38,29,2,4,0,12,0,34,2,3,9,20,0,13
"E33020446","E01008948","E02001948",2011,329,13,2,0,2,11,3,2,6,0,59,24,16,2,5,1,26,9,39,30,8,1,0,61,12,12,0,49,49,0,25,16,9,9,0,85,38,29,2,4,0,12,0,34,2,3,9,20,0,13
"E33020447","E01008948","E02001948",2011,466,19,4,0,4,15,7,6,2,0,94,48,37,4,6,1,24,22,33,14,18,0,1,74,6,6,0,68,67,1,27,15,12,12,0,151,120,19,2,4,1,4,1,41,14,0,4,23,0,27
"E33020447","E01008949","E02001948",2011,466,19,4,0,4,15,7,6,2,0,94,48,37,4,6,1,24,22,33,14,18,0,1,74,6,6,0,68,67,1,27,15,12,12,0,151,120,19,2,4,1,4,1,41,14,0,4,23,0,27
"E33020448","E01008977","E02001949",2011,307,49,15,0,15,34,22,10,2,0,57,31,18,5,5,3,17,9,31,20,8,2,1,64,9,9,0,55,55,0,39,10,29,23,6,36,2,24,4,5,0,1,0,19,1,1,7,10,0,12
"E33020448","E01009120","E02001949",2011,307,49,15,0,15,34,22,10,2,0,57,31,18,5,5,3,17,9,31,20,8,2,1,64,9,9,0,55,55,0,39,10,29,23,6,36,2,24,4,5,0,1,0,19,1,1,7,10,0,12
"E33020449","E01009119","E02001949",2011,556,62,10,0,10,52,30,10,11,1,164,110,99,6,5,0,24,30,108,37,63,7,1,57,18,18,0,39,37,2,35,21,14,14,0,92,13,64,1,6,0,8,0,29,7,3,4,15,0,9
"E33020450","E01009120","E02001949",2011,354,31,19,0,19,12,7,3,2,0,67,47,36,7,3,1,12,8,36,14,13,6,3,55,8,8,0,47,47,0,38,17,21,21,0,76,11,50,5,6,0,1,3,43,1,4,20,18,0,8
"E33020450","E01009109","E02001949",2011,354,31,19,0,19,12,7,3,2,0,67,47,36,7,3,1,12,8,36,14,13,6,3,55,8,8,0,47,47,0,38,17,21,21,0,76,11,50,5,6,0,1,3,43,1,4,20,18,0,8
"E33020451","E01009209","E02001950",2011,510,23,9,0,9,14,10,4,0,0,109,37,28,1,8,0,24,48,127,26,100,0,1,96,22,22,0,74,74,0,33,15,18,17,1,62,17,36,0,4,0,3,2,47,18,3,11,15,0,13
"E33020451","E01009207","E02001950",2011,510,23,9,0,9,14,10,4,0,0,109,37,28,1,8,0,24,48,127,26,100,0,1,96,22,22,0,74,74,0,33,15,18,17,1,62,17,36,0,4,0,3,2,47,18,3,11,15,0,13
"E33020452","E01009208","E02001950",2011,367,25,3,0,3,22,8,6,8,0,89,49,37,3,9,0,12,28,109,74,31,1,3,60,13,13,0,47,47,0,15,7,8,8,0,36,5,22,2,4,0,2,1,27,7,2,14,4,0,6
"E33020452","E01009162","E02001950",2011,367,25,3,0,3,22,8,6,8,0,89,49,37,3,9,0,12,28,109,74,31,1,3,60,13,13,0,47,47,0,15,7,8,8,0,36,5,22,2,4,0,2,1,27,7,2,14,4,0,6
"E33020453","E01009208","E02001950",2011,423,130,6,0,6,124,13,109,2,0,111,89,52,29,8,0,13,9,72,37,20,1,14,41,5,5,0,36,36,0,15,1,14,14,0,20,4,7,2,3,1,3,0,30,0,2,6,22,0,4
"E33020453","E01009209","E02001950",2011,423,130,6,0,6,124,13,109,2,0,111,89,52,29,8,0,13,9,72,37,20,1,14,41,5,5,0,36,36,0,15,1,14,14,0,20,4,7,2,3,1,3,0,30,0,2,6,22,0,4
"E33020454","E01009213","E02001950",2011,602,83,18,0,18,65,24,33,4,4,172,131,86,27,10,8,31,10,74,47,12,12,3,75,18,17,1,57,57,0,25,12,13,13,0,95,14,65,1,7,0,5,3,59,18,1,18,22,0,19
"E33020454","E01009162","E02001950",2011,602,83,18,0,18,65,24,33,4,4,172,131,86,27,10,8,31,10,74,47,12,12,3,75,18,17,1,57,57,0,25,12,13,13,0,95,14,65,1,7,0,5,3,59,18,1,18,22,0,19
"E33020455","E01009209","E02001950",2011,390,13,2,0,2,11,10,1,0,0,126,100,96,0,4,0,16,10,61,16,37,6,2,59,10,10,0,49,49,0,34,17,17,16,1,47,17,20,0,3,1,2,4,36,23,0,8,5,0,14
"E33020455","E01009213","E02001950",2011,390,13,2,0,2,11,10,1,0,0,126,100,96,0,4,0,16,10,61,16,37,6,2,59,10,10,0,49,49,0,34,17,17,16,1,47,17,20,0,3,1,2,4,36,23,0,8,5,0,14
"E33020456","E01033633","E02001951",2011,390,21,7,0,7,14,7,5,2,0,54,22,19,0,0,3,26,6,44,20,17,6,1,50,9,9,0,41,40,1,42,25,17,16,1,66,22,23,8,11,0,2,0,88,13,3,55,17,0,25
"E33020456","E01009160","E02001951",2011,390,21,7,0,7,14,7,5,2,0,54,22,19,0,0,3,26,6,44,20,17,6,1,50,9,9,0,41,40,1,42,25,17,16,1,66,22,23,8,11,0,2,0,88,13,3,55,17,0,25
"E33020456","E01009161","E02001951",2011,390,21,7,0,7,14,7,5,2,0,54,22,19,0,0,3,26,6,44,20,17,6,1,50,9,9,0,41,40,1,42,25,17,16,1,66,22,23,8,11,0,2,0,88,13,3,55,17,0,25
"E33020457","E01033633","E02001951",2011,282,15,4,0,4,11,5,2,3,1,48,20,12,0,7,1,19,9,29,13,8,8,0,57,9,9,0,48,48,0,26,13,13,13,0,51,3,40,2,4,0,2,0,50,3,4,16,27,0,6
"E33020457","E01009157","E02001951",2011,282,15,4,0,4,11,5,2,3,1,48,20,12,0,7,1,19,9,29,13,8,8,0,57,9,9,0,48,48,0,26,13,13,13,0,51,3,40,2,4,0,2,0,50,3,4,16,27,0,6
"E33020458","E01033633","E02001951",2011,461,29,4,0,4,25,16,5,3,1,141,117,116,1,0,0,14,10,75,26,37,7,5,59,9,9,0,50,50,0,28,17,11,11,0,54,6,27,3,6,0,7,5,59,20,4,10,23,2,16
"E33020458","E01009161","E02001951",2011,461,29,4,0,4,25,16,5,3,1,141,117,116,1,0,0,14,10,75,26,37,7,5,59,9,9,0,50,50,0,28,17,11,11,0,54,6,27,3,6,0,7,5,59,20,4,10,23,2,16
"E33020458","E01009155","E02001951",2011,461,29,4,0,4,25,16,5,3,1,141,117,116,1,0,0,14,10,75,26,37,7,5,59,9,9,0,50,50,0,28,17,11,11,0,54,6,27,3,6,0,7,5,59,20,4,10,23,2,16
"E33020459","E01009215","E02001952",2011,286,17,3,0,3,14,10,3,1,0,109,96,92,1,3,0,1,12,49,10,35,2,2,22,2,2,0,20,20,0,10,7,3,3,0,33,1,23,2,2,0,3,2,36,16,1,5,14,0,10
"E33020460","E01009210","E02001952",2011,305,19,2,0,2,17,5,3,8,1,58,31,18,1,12,0,19,8,36,13,16,4,3,74,14,14,0,60,59,1,25,12,13,13,0,54,17,27,1,3,0,5,1,27,8,3,10,6,0,12
"E33020460","E01009214","E02001952",2011,305,19,2,0,2,17,5,3,8,1,58,31,18,1,12,0,19,8,36,13,16,4,3,74,14,14,0,60,59,1,25,12,13,13,0,54,17,27,1,3,0,5,1,27,8,3,10,6,0,12
"E33020461","E01009212","E02001952",2011,279,13,1,0,1,12,3,2,7,0,46,31,20,3,6,2,6,9,29,13,12,3,1,83,12,12,0,71,71,0,23,12,11,10,1,59,25,24,2,5,0,0,3,23,3,3,7,10,0,3
"E33020461","E01009215","E02001952",2011,279,13,1,0,1,12,3,2,7,0,46,31,20,3,6,2,6,9,29,13,12,3,1,83,12,12,0,71,71,0,23,12,11,10,1,59,25,24,2,5,0,0,3,23,3,3,7,10,0,3
"E33020462","E01009117","E02001952",2011,546,30,4,0,4,26,17,6,3,0,209,176,166,3,7,0,20,13,92,25,62,5,0,61,12,12,0,49,49,0,19,16,3,3,0,57,10,33,0,1,0,7,6,65,26,0,7,32,0,13
"E33020462","E01009214","E02001952",2011,546,30,4,0,4,26,17,6,3,0,209,176,166,3,7,0,20,13,92,25,62,5,0,61,12,12,0,49,49,0,19,16,3,3,0,57,10,33,0,1,0,7,6,65,26,0,7,32,0,13
